average_stars,fans,number_of_friends,numberOfReviews,averageSentiment,averageStars,funnyVotes,usefulVotes,coolVotes
3.67,0,0,1,0.244444444444,3,0,1,0
2.86,0,0,2,-0.252777777778,1,0,0,0
4.17,0,0,4,0.116597617412,3,0,0,0
3.33,1,3,3,0.015753968254,2,0,1,0
4.1,0,0,3,0.489020061728,4,0,0,0
3.75,0,0,4,0.331134259259,3,0,0,0
3.78,3,2,7,0.3019004235,3,0,0,0
4.2,0,3,5,0.268553952991,4,0,1,0
4.03,7,18,15,0.330180914538,4,0,1,0
4.4,0,0,5,0.775416666667,4,0,0,0
4.29,0,1,1,0.2375,4,0,1,1
5.0,0,0,1,0.371164772727,5,0,2,2
3.0,1,8,1,0.2125,5,1,1,1
3.94,0,1,2,0.2132263322,4,0,0,0
4.14,0,1,1,0.439285714286,5,0,0,0
5.0,0,0,1,0.65,5,0,0,0
4.0,0,0,2,0.509166666667,4,0,0,0
4.5,0,0,2,0.421916666667,4,0,1,0
3.32,1,2,2,-0.0582194392909,2,0,0,0
1.0,1,11,1,0.0875,1,0,4,0
4.08,0,0,1,0.174202967172,5,0,0,0
4.59,2,3,1,0.367261904762,5,0,1,0
3.67,0,1,1,0.46875,5,0,0,0
5.0,0,0,1,0.790625,5,0,0,0
3.33,1,1,12,0.22837476582,3,0,0,0
2.0,0,0,2,-0.0584722222222,1,0,0,0
4.25,0,1,3,0.219899891775,4,0,0,0
5.0,0,0,1,0.55380952381,5,0,0,0
3.6,0,0,1,0.193452380952,5,0,0,0
1.73,0,1,1,-0.131333333333,2,0,1,0
2.89,0,0,1,0.424015625,4,0,0,0
4.25,0,1,7,0.252022350151,4,0,0,0
4.0,0,0,1,0.234624505929,4,0,0,0
4.67,0,6,2,0.406447285354,4,0,0,0
3.75,0,0,4,0.290522295322,3,0,1,0
3.0,0,1,1,0.307794415509,5,0,1,0
4.1,1,3,2,0.241493055556,4,2,3,3
3.74,0,0,5,0.146442625548,3,0,0,0
5.0,0,0,1,0.8,5,0,0,0
3.25,0,0,8,0.248156872202,3,0,0,0
5.0,0,0,1,0.25,5,0,1,0
2.67,0,0,3,0.0484027777778,2,0,0,0
4.0,0,0,1,-0.138888888889,2,0,0,0
3.91,0,0,2,0.44126984127,4,0,2,0
3.0,0,0,2,0.119375,3,0,0,0
3.92,15,46,7,0.306384220355,3,1,0,0
3.33,0,0,1,1.0,4,0,0,0
4.38,3,6,13,0.261684917333,4,0,0,0
3.07,1,3,1,0.413095238095,4,0,1,0
4.08,1,3,4,0.399188596491,4,0,0,0
4.0,0,0,1,0.283928571429,4,0,0,0
3.68,5,24,12,0.191785610417,3,0,1,0
3.35,1,0,3,0.30078125,2,0,0,0
3.85,1,1,4,0.320474537037,3,0,0,0
4.5,0,0,1,0.219444444444,5,0,1,0
3.6,0,5,1,3.33066907388e-17,2,0,0,0
3.96,1,9,61,0.236240602977,3,0,0,0
3.88,0,0,1,-0.0190476190476,3,0,1,0
5.0,0,1,1,0.325892857143,5,0,0,0
4.0,0,0,2,0.4875,4,0,0,0
4.86,0,0,4,0.335046296296,5,0,0,0
3.23,0,1,1,0.208,4,0,0,0
5.0,0,4,2,0.29875,5,0,0,0
3.42,6,11,9,0.17827455889,3,0,0,0
4.61,0,0,1,0.4735,4,0,0,0
4.5,1,10,1,-0.416666666667,1,0,0,0
3.0,0,0,3,0.359455679648,3,0,0,0
2.44,1,4,1,0.327777777778,5,0,0,0
3.89,0,3,8,0.24348670348,3,1,1,1
3.12,2,8,27,0.202970390036,3,0,0,0
5.0,0,0,1,0.365277777778,5,0,2,0
5.0,0,0,1,0.375694444444,5,0,0,0
3.95,1,0,4,0.300023627371,4,0,1,0
3.5,0,0,1,0.164467418546,5,0,0,0
1.0,0,0,1,-0.1,1,0,0,0
3.57,0,0,1,0.4,5,1,1,1
4.0,0,0,1,0.0949382716049,4,0,0,0
5.0,0,0,1,0.233333333333,5,0,1,2
3.88,4,2,6,0.28970172216,4,0,0,0
1.0,0,0,2,-0.558854166667,1,0,1,0
1.0,0,0,1,0.0527777777778,1,0,0,0
4.83,0,0,2,0.502025462963,4,0,0,0
4.0,0,1,2,0.138045634921,2,0,0,0
5.0,0,0,1,0.3125,5,0,0,0
4.41,2,6,2,0.175162037037,4,0,0,0
3.76,0,0,2,0.266120113169,4,0,0,0
3.44,0,2,2,0.41125,4,0,0,0
5.0,0,0,1,0.274358974359,5,0,0,0
4.0,0,1,2,0.2699253663,4,0,0,0
5.0,0,0,1,0.534375,5,0,0,0
3.5,0,0,1,0.342347582973,4,0,0,0
4.0,0,0,1,0.071416971917,2,0,0,0
2.33,0,0,2,0.119444444444,3,0,1,0
5.0,0,0,1,0.189393939394,5,0,0,0
4.33,0,0,1,0.427525252525,5,1,0,1
2.33,0,0,1,0.162857142857,3,0,1,0
3.0,0,0,3,0.0601828231293,2,0,0,0
3.96,4,13,1,0.266510989011,4,0,0,0
3.67,0,1,2,0.182663690476,5,0,0,0
3.79,0,3,26,0.345886601824,3,0,0,0
3.43,0,0,1,0.0612491373361,1,0,1,0
4.11,1,0,7,0.319788705692,3,0,1,1
5.0,0,0,1,0.310714285714,5,0,0,0
4.86,1,4,2,0.179166666667,5,0,2,1
4.4,0,1,5,0.385898833671,4,0,1,0
3.13,4,6,2,0.439186507937,3,0,1,0
3.72,15,22,5,0.348802614053,4,0,0,0
5.0,0,0,1,0.6371875,5,0,0,0
3.1,0,0,8,0.15126518841,3,0,0,0
3.37,25,30,4,-0.0409833916084,2,3,3,0
3.49,1,7,1,0.331944444444,5,2,2,1
2.75,0,0,3,0.476388888889,4,0,0,0
2.0,0,0,1,0.171739130435,2,0,0,0
3.8,1,0,4,0.459676339286,4,1,1,1
3.44,1,0,1,0.339974747475,5,0,0,0
3.0,0,0,1,0.464508928571,4,0,0,0
4.5,0,0,1,0.70625,4,0,0,0
3.0,0,4,1,-0.3125,3,0,0,0
3.47,8,6,68,0.215055172295,3,0,0,0
3.81,3,2,3,-0.012037037037,2,0,0,0
1.0,0,0,1,0.028125,1,0,0,0
1.0,0,0,4,0.00807291666667,1,0,0,0
3.0,0,1,14,0.180633587427,3,0,0,0
5.0,0,0,1,0.212,5,0,0,0
5.0,0,0,1,0.441666666667,5,0,0,0
2.33,0,0,2,-0.140952380952,1,0,0,0
3.67,1,0,10,0.25078837482,4,0,0,0
5.0,0,0,1,0.507222222222,5,0,0,0
3.64,0,2,8,0.295617413459,3,0,1,0
3.0,0,0,4,0.215654761905,3,0,0,0
5.0,0,0,2,0.0994047619048,5,0,1,0
4.5,0,8,1,0.213612836439,5,0,1,0
4.68,3,9,2,0.3703125,4,0,0,0
3.4,0,0,1,0.196215127465,2,0,0,0
5.0,0,0,1,0.360707070707,5,0,0,0
1.0,0,0,1,-0.245,1,0,2,0
3.79,3,9,3,0.46283234127,4,1,1,1
4.0,37,159,52,0.168266698935,3,1,2,1
3.83,0,0,1,0.414285714286,4,0,0,0
1.0,0,0,1,0.0,1,0,2,0
4.56,0,7,1,0.716666666667,5,0,0,0
4.67,0,0,1,0.391666666667,4,0,0,0
5.0,0,1,1,0.198863636364,5,0,0,0
3.71,0,4,7,0.173333162519,3,0,1,0
3.76,0,0,1,0.497916666667,5,0,2,1
5.0,0,1,1,0.31,5,0,0,0
4.2,0,0,2,0.226607142857,3,0,1,0
4.19,0,0,10,0.235134469201,4,0,0,0
4.33,0,0,6,0.132837301587,3,0,0,0
4.42,1,2,8,0.379489061286,4,0,0,0
3.54,2,11,1,0.0215909090909,1,2,5,1
4.18,0,0,3,0.292879188713,4,0,0,0
1.0,0,0,1,-0.1075,1,0,0,0
3.11,0,2,6,0.250331944804,3,1,4,1
5.0,0,1,1,0.127272727273,5,0,0,0
2.14,0,0,12,0.0612674874347,1,0,0,0
2.89,0,0,3,0.056335978836,2,0,0,0
3.44,0,0,1,0.0676923076923,2,0,0,0
3.52,1,9,2,0.500892857143,4,0,0,0
3.24,7,10,10,0.309501846698,3,0,0,0
3.64,1,5,1,0.0194444444444,1,0,0,0
3.8,0,2,2,0.0836111111111,3,1,4,0
2.0,0,3,1,-0.172916666667,2,2,0,0
3.53,1,4,1,-0.137756410256,1,0,0,1
2.89,3,17,1,0.0648148148148,3,0,0,0
3.59,0,36,31,0.228647213705,3,0,0,0
4.2,0,1,4,0.418005952381,4,0,0,0
4.18,0,0,6,0.30048408189,4,0,0,0
3.0,0,0,1,0.351846590909,5,0,1,1
5.0,0,0,1,0.362619047619,5,0,1,0
3.53,1,17,1,0.278828125,3,0,0,0
3.1,2,2,1,-0.0244381313131,1,2,2,0
3.42,2,1,2,0.175784077034,4,0,2,1
5.0,0,0,1,0.55,5,0,0,0
3.75,1,49,1,0.42037037037,4,3,1,1
5.0,1,10,1,0.302556818182,5,0,0,0
3.73,4,8,12,0.307806770225,3,0,0,0
2.12,0,0,8,0.1644155584,2,0,1,0
3.0,0,0,3,0.391272104802,3,0,0,0
4.22,0,1,1,0.1625,2,0,0,0
4.0,0,0,1,0.199025974026,5,0,0,0
3.12,0,3,7,0.336028225955,3,0,0,0
4.45,0,1,3,0.370486111111,4,0,0,0
4.0,0,0,4,0.227522209881,4,0,1,1
5.0,1,0,1,0.4,5,0,0,0
5.0,0,0,1,0.402777777778,5,1,1,0
5.0,0,0,1,0.395238095238,5,0,0,0
4.33,0,0,1,0.541666666667,5,0,0,0
4.38,0,0,2,0.306893939394,4,0,0,0
4.33,0,0,1,0.444387755102,5,0,0,0
2.0,0,0,4,0.0733333333333,2,0,0,0
2.83,0,0,1,0.2,2,0,0,0
3.67,1,0,1,0.5775,5,0,0,0
5.0,1,8,4,0.422291666667,5,0,0,0
1.0,0,0,1,0.0,1,2,3,0
1.67,0,1,1,0.0590909090909,1,0,0,0
3.14,0,1,1,0.372186147186,1,0,0,0
3.56,0,7,5,0.304810606061,4,0,0,0
3.4,0,0,1,0.141493055556,1,0,1,0
3.73,4,2,4,0.340981742023,3,0,0,0
5.0,0,0,1,0.416666666667,5,0,0,0
4.28,0,0,3,0.323933531746,3,0,0,0
3.78,7,10,1,0.101500759878,5,3,4,3
5.0,0,6,1,0.121794871795,5,0,1,0
3.4,0,0,4,0.283029040404,3,0,0,0
1.0,0,0,2,-0.1,1,0,0,0
5.0,0,21,2,0.415,5,0,0,0
5.0,0,0,1,0.202,5,0,0,0
3.55,5,15,3,0.178874086672,3,0,0,0
4.75,0,0,1,0.4325,5,0,0,0
3.97,0,1,7,0.406400527383,4,0,0,0
4.0,0,0,3,0.290873015873,4,0,0,0
3.75,0,0,4,0.296872811625,4,0,0,0
2.67,0,0,3,0.138937559354,2,0,0,0
5.0,0,0,1,0.457142857143,5,0,0,1
3.85,0,4,7,0.112228741497,3,0,0,0
1.0,0,0,2,0.061160130719,1,0,0,0
3.62,7,21,3,0.00839038533483,3,1,4,0
3.87,2,1,8,0.195340580995,4,0,0,0
2.9,4,6,3,0.136248750342,2,3,1,0
4.0,0,0,1,-0.0527777777778,5,0,1,1
4.5,0,0,2,0.485416666667,4,0,0,0
3.67,0,0,2,0.229088541667,3,1,1,0
3.0,0,0,1,0.430092592593,5,0,0,0
1.0,0,0,2,-0.100061842919,1,0,0,0
4.5,0,1,1,0.259523809524,3,0,1,1
3.25,1,1,3,0.265277777778,4,0,0,0
3.89,0,0,12,0.172390615111,3,0,0,0
5.0,0,1,1,0.402777777778,5,0,0,0
1.64,0,0,9,0.092366872261,1,0,0,0
3.95,172,275,1,0.219283746556,1,4,6,5
3.12,0,2,12,0.165005790877,3,0,1,0
4.12,0,0,1,0.71375,4,0,0,0
4.0,2,18,1,0.228438228438,3,0,0,0
1.0,0,2,1,0.0179365079365,1,0,0,0
3.33,0,0,1,-0.174069264069,1,0,0,0
3.0,0,1,1,0.216666666667,4,0,0,0
1.0,0,0,1,0.0715963203463,1,1,0,0
5.0,0,8,1,0.3775,5,0,0,0
3.84,2,1,3,0.241922851705,4,0,1,0
1.0,0,0,1,0.218888888889,1,0,0,0
4.17,0,2,5,0.307453463203,4,0,0,0
3.0,0,0,1,0.3105,3,0,0,0
4.14,0,0,1,0.276330532213,4,0,0,0
2.2,0,1,1,-0.0428571428571,1,1,1,0
2.71,1,5,1,0.0524305555556,2,0,0,0
3.44,0,0,2,0.3609375,4,0,0,0
2.4,1,2,6,0.103611521629,2,0,1,0
5.0,0,6,2,0.233927503418,5,0,0,0
3.39,0,33,2,0.335218253968,4,0,0,0
3.88,0,0,6,0.083033008658,3,0,0,0
5.0,1,48,1,0.864583333333,5,0,1,0
3.73,2,13,2,0.239262820513,2,0,1,0
3.89,0,0,9,0.405447530864,3,0,0,0
5.0,0,3,2,0.137334280303,5,0,0,0
4.0,1,0,3,0.34814696712,3,0,0,0
4.38,0,0,1,0.527083333333,5,0,0,0
5.0,0,0,1,0.475541125541,5,0,0,0
1.0,0,6,1,0.0442176870748,1,0,0,0
4.5,0,0,1,0.172222222222,4,0,0,0
4.38,1,3,1,0.736111111111,5,0,0,0
3.38,0,5,5,0.0631174478428,3,0,0,0
3.44,3,3,1,0.421136363636,4,0,0,0
3.94,0,2,4,0.250111111111,4,0,1,0
3.4,0,1,1,-0.164583333333,1,0,1,0
2.83,0,0,4,0.0917512175325,2,0,0,0
2.64,0,0,9,0.381640011223,2,0,0,0
5.0,0,1,1,0.172727272727,5,0,0,0
4.0,1,2,4,0.104191468254,4,1,1,0
3.5,0,7,2,0.0453544061303,4,0,1,0
4.0,0,0,3,0.27087962963,3,0,0,0
4.0,0,1,2,0.479884259259,5,0,1,1
4.12,4,9,1,0.1,5,0,0,0
4.58,0,2,18,0.273734296779,4,0,0,0
3.36,0,2,11,0.155954154874,3,0,1,0
2.33,0,0,1,0.0846153846154,1,0,0,0
4.83,1,0,1,0.319047619048,5,1,1,0
4.67,0,0,1,0.38,4,1,0,0
3.86,7,35,1,0.361574074074,4,1,2,1
4.29,0,25,1,0.1734375,4,0,0,1
4.0,0,0,2,0.384910714286,4,0,0,0
4.6,0,0,1,0.266666666667,5,1,2,2
5.0,0,0,1,0.0230519480519,5,0,0,0
3.61,0,1,3,0.267152777778,3,0,0,0
4.33,1,29,4,0.460938852814,4,0,1,0
3.64,1,0,2,0.125833333333,2,0,0,0
3.7,17,23,6,0.166973589863,3,1,1,0
4.2,0,1,4,0.364851190476,4,0,0,0
4.26,0,1,3,0.313194444444,3,0,0,0
1.0,0,0,1,0.272857142857,1,0,0,0
3.88,0,1,1,0.167954545455,2,0,1,0
3.0,0,0,1,0.149603174603,3,0,0,0
4.11,3,1,1,0.229428571429,3,0,4,0
4.48,0,3,1,0.27962962963,4,0,2,0
4.25,0,14,4,0.31966765873,4,0,0,0
3.57,5,4,1,0.335555555556,5,0,1,2
5.0,0,4,1,1.0,5,0,0,0
3.63,10,13,20,0.298742698206,3,0,0,0
3.0,0,8,2,0.292410714286,3,0,0,0
3.21,0,0,1,-0.4,1,1,1,0
4.0,1,3,1,0.9375,5,0,0,0
5.0,0,4,1,0.475,5,0,1,0
3.29,0,0,1,0.4,4,0,0,0
2.83,0,0,1,-0.3,1,0,1,0
4.67,0,0,1,0.35,5,0,1,0
3.26,0,0,3,0.169537037037,3,1,2,0
3.35,0,1,10,0.284398574709,3,0,0,0
5.0,0,0,1,0.580952380952,5,0,1,0
5.0,0,0,1,0.313796296296,5,0,0,0
3.93,0,3,27,0.24761776978,4,0,0,0
5.0,0,0,1,0.142857142857,5,0,0,0
3.38,5,4,2,0.195247395833,1,0,5,1
4.7,3,5,3,0.292139532095,4,0,1,1
4.0,0,0,1,0.372549019608,4,0,0,0
3.8,2,1,2,0.252673611111,4,1,1,1
3.46,1,0,2,0.270166937229,4,0,0,0
1.5,0,0,1,0.0222222222222,1,0,0,0
4.0,2,5,1,0.625,5,1,2,0
2.5,0,0,1,0.276041666667,4,0,0,0
4.23,1,0,1,0.47619047619,4,0,0,0
1.0,0,1,1,-0.173888888889,1,0,0,0
3.67,0,6,1,-0.147142857143,4,0,0,0
5.0,0,0,1,0.481640625,5,0,0,0
3.17,0,0,1,0.02,3,1,2,0
3.31,2,17,6,0.276780272526,4,0,0,0
4.2,1,0,4,0.1997754329,4,0,1,0
2.33,0,0,1,-0.0682857142857,1,0,0,0
1.0,0,0,1,0.0901412776413,1,0,0,0
3.58,1,23,11,0.247112642275,3,0,1,0
4.52,2,55,54,0.233726168997,4,0,0,0
4.1,0,0,1,0.595,5,0,0,0
3.46,8,11,15,0.233250769534,3,0,1,0
5.0,0,0,1,0.404538690476,5,0,0,0
4.23,3,4,5,0.32490162037,3,0,0,0
3.95,7,2,2,0.460972222222,5,0,0,0
3.43,8,144,8,0.111735227029,3,1,1,0
4.25,0,1,5,0.385986975987,4,0,0,0
5.0,0,1,1,0.244642857143,5,0,1,0
5.0,0,0,1,0.46875,5,1,1,0
3.6,31,56,1,-0.0138888888889,4,0,1,1
3.8,0,0,1,0.520833333333,4,0,0,0
3.63,39,107,14,0.183062469097,3,1,2,2
4.33,1,5,1,0.213492063492,4,0,0,0
1.25,0,0,1,-0.0541666666667,1,0,0,0
5.0,0,0,1,1.0,5,0,0,0
3.73,3,16,7,0.241155417969,4,0,1,0
3.23,0,0,1,0.0783333333333,1,0,0,0
5.0,0,0,1,0.35,5,0,1,1
4.67,0,0,1,0.648412698413,5,0,0,0
5.0,0,0,1,0.176666666667,5,0,0,0
1.0,0,6,2,-0.140833333333,1,0,0,0
2.0,0,0,1,0.3,2,0,0,0
3.5,0,2,1,0.0800595238095,4,0,0,0
1.0,0,0,1,-0.00322420634921,1,0,0,0
3.62,0,4,1,0.29623015873,5,1,2,1
4.07,3,3,1,0.385321969697,5,0,0,0
4.0,0,1,1,0.270486111111,4,0,0,0
4.67,0,0,2,0.317261904762,4,0,0,0
3.36,20,40,1,-0.00833333333333,1,3,3,1
4.25,6,32,1,0.75,4,0,8,7
5.0,0,7,1,0.575,5,0,0,1
3.57,1,0,2,-0.0645870076426,2,0,1,0
4.4,1,6,1,0.557142857143,5,0,0,0
4.29,0,1,5,0.142196355115,4,0,1,0
2.2,0,0,3,0.238427579365,2,0,0,0
2.25,0,0,1,-0.081,1,0,0,0
5.0,0,2,1,0.766666666667,5,0,1,0
3.31,25,17,13,0.343472826375,3,1,2,1
3.75,18,40,1,0.0121693121693,3,0,2,1
4.18,0,1,1,0.486597222222,5,0,0,0
2.82,3,0,9,0.191916199517,3,0,0,0
5.0,0,0,1,0.73125,5,0,0,0
4.33,0,0,1,0.318518518519,1,2,1,0
2.6,0,0,5,0.149444444444,2,0,0,0
3.86,1,6,5,0.278034289124,4,0,1,0
3.79,2,9,3,0.22985002035,3,0,0,0
5.0,0,0,1,0.251388888889,5,0,0,0
5.0,0,0,1,0.0241666666667,5,0,3,3
1.0,0,0,1,-0.0923295454545,1,0,0,0
5.0,1,4,1,0.276833333333,5,0,2,0
4.0,0,0,1,0.166258741259,4,0,0,0
3.0,0,0,1,0.375,5,0,2,0
5.0,0,0,1,0.5,5,0,0,0
4.11,0,0,5,0.152632749859,3,0,0,0
4.5,0,0,6,0.297906916415,4,0,0,0
4.0,0,1,2,0.710649181548,5,0,0,0
4.22,1,0,3,0.240989606798,4,0,1,0
4.12,0,4,6,0.110648148148,4,0,0,0
3.17,6,50,128,0.179160449263,3,0,1,0
2.42,0,4,5,0.0380905934343,2,0,0,0
5.0,0,0,1,0.366666666667,5,0,0,0
1.0,0,0,1,-0.0388888888889,1,0,1,0
5.0,0,0,5,0.192858495671,5,0,0,0
5.0,0,0,1,0.413888888889,5,0,1,1
5.0,0,5,1,0.533666666667,5,0,0,0
3.71,17,28,6,0.140409466909,3,0,2,0
4.0,0,7,1,0.0914285714286,4,0,0,0
3.0,0,0,2,0.0758962673611,3,0,0,0
5.0,0,1,1,0.309259259259,5,0,0,0
4.4,0,13,1,0.317808857809,4,0,0,0
3.62,0,2,3,0.127469135802,3,0,1,0
1.0,0,0,1,-0.285714285714,1,0,0,0
5.0,0,0,2,0.376354166667,5,0,1,0
3.8,0,1,2,0.134325396825,4,0,0,0
5.0,0,0,1,0.138106060606,5,0,0,0
5.0,0,0,1,0.552,5,1,1,1
2.75,0,15,4,0.143131313131,2,1,2,0
3.91,12,18,2,0.247023809524,3,0,0,0
5.0,0,4,1,0.315652173913,5,0,0,0
3.0,0,0,2,0.140104166667,3,0,0,0
4.2,1,0,5,0.0485767347848,4,0,1,0
3.67,0,1,1,0.310416666667,5,0,0,0
3.21,0,0,4,0.121064814815,3,0,0,0
4.67,0,0,1,0.647916666667,5,0,0,1
3.0,0,0,1,0.576818181818,5,0,0,0
5.0,0,5,4,0.272891948329,5,0,0,0
3.16,1,2,1,0.228888888889,5,0,6,1
4.5,0,0,1,0.135950413223,5,0,2,0
3.88,1,0,3,0.476527777778,4,0,0,0
3.45,0,1,5,0.491984953704,4,0,0,0
4.4,0,0,5,0.178410082159,4,0,0,0
2.75,0,10,3,0.128263106101,2,1,1,1
4.8,0,0,5,0.162697386582,4,0,0,0
4.19,2,15,3,0.181942287597,3,0,0,0
3.89,0,0,1,0.533333333333,4,0,0,0
2.5,0,0,2,0.125,3,0,1,0
3.75,0,0,4,0.25303298752,3,0,1,0
3.0,1,0,1,0.380769230769,4,0,2,0
3.14,1,5,2,0.0532529239766,1,0,0,0
3.5,0,1,4,0.135796701389,3,0,0,0
2.83,0,1,3,0.0135909090909,2,0,0,0
1.0,0,0,1,-0.207142857143,1,1,1,0
3.67,3,3,2,0.0301587301587,2,0,0,0
3.74,0,0,2,0.16828042328,4,0,0,0
5.0,0,1,1,0.311458333333,5,0,0,0
5.0,0,0,2,0.308506944444,5,0,0,0
3.8,0,0,2,0.387487179487,4,0,0,0
4.65,1,1,1,0.556785714286,5,0,0,0
3.4,20,24,12,0.32052679979,3,0,0,0
3.5,0,0,1,0.290178571429,5,0,0,0
3.94,0,0,15,0.268170164115,3,0,0,0
3.5,0,0,1,1.0,5,0,0,0
2.75,0,0,4,0.0544875046828,2,0,0,0
4.11,0,3,2,0.178125,3,0,1,0
3.1,1,5,2,0.219642857143,3,0,0,0
4.19,1,4,4,0.0802108407466,3,0,0,0
5.0,0,0,3,0.291106196865,5,0,0,0
3.0,0,0,1,0.377,5,0,0,0
2.5,0,0,1,-0.329545454545,1,0,0,0
3.0,0,0,1,0.114136363636,3,0,0,0
3.67,0,0,2,0.224262820513,4,0,0,0
3.22,0,2,1,0.133641975309,1,0,0,0
3.5,0,0,1,0.3625,4,0,0,0
4.67,0,3,3,0.264383671453,4,0,1,0
3.5,0,0,4,0.216788194444,3,0,0,0
3.5,0,28,2,0.153703703704,3,1,2,0
4.0,0,0,3,0.409334700387,4,0,0,0
3.8,0,19,13,0.236338809826,4,0,1,0
5.0,0,1,1,0.4,5,0,2,0
3.8,35,78,11,0.270396946955,4,6,6,5
3.5,2,9,1,0.12247194855,5,2,3,2
3.75,0,0,5,0.173227111223,4,0,0,0
4.0,0,0,1,-0.025,4,0,0,0
3.29,0,8,1,0.0,5,0,0,0
2.8,0,2,2,0.268855218855,3,0,0,0
3.18,0,0,5,0.204119698747,3,0,0,0
4.0,5,3,1,0.68,5,0,7,6
4.72,1,3,1,0.271571720494,5,0,4,5
4.19,6,7,4,0.202030009921,4,0,0,0
4.0,0,1,1,0.2,1,0,1,0
1.0,0,0,2,0.17313789152,1,0,0,0
3.94,2,7,2,0.416790298822,3,0,0,0
4.11,0,0,1,0.511111111111,5,0,0,0
2.2,0,1,3,0.0397619047619,1,0,0,0
4.0,0,0,1,0.228871527778,5,0,0,1
3.65,1,55,147,0.183872868042,3,0,0,0
5.0,0,0,1,0.28869047619,5,0,0,0
4.57,0,0,1,0.233333333333,5,0,0,0
3.44,1,3,5,0.248553442839,4,0,0,0
3.82,1,14,3,0.168759266527,3,0,0,0
1.0,0,0,1,-0.045,1,1,1,0
3.0,0,2,4,0.0371909173003,2,0,1,0
5.0,0,0,1,0.352777777778,5,0,0,0
3.36,4,2,1,0.071403109086,2,0,6,0
5.0,0,0,1,0.5125,5,0,0,0
4.5,0,0,1,0.355551152279,5,0,0,0
1.67,0,0,1,0.0757936507937,1,0,0,0
4.17,0,0,1,0.617959183673,5,0,0,0
3.27,1,16,24,0.337148296582,3,0,0,0
3.97,0,8,2,0.159815917108,4,0,1,0
4.22,0,1,1,0.429166666667,5,0,0,0
2.8,0,0,1,-0.120324921992,1,2,0,1
5.0,1,32,2,0.256666666667,5,0,1,1
3.09,1,0,4,0.254980218349,3,0,0,0
5.0,1,8,2,0.41091540404,5,0,1,0
2.6,0,3,5,0.223367870225,2,0,1,0
4.09,0,6,1,0.349665178571,3,1,0,1
3.46,12,37,10,0.102333632645,3,0,1,0
4.0,0,0,1,0.175202020202,4,0,0,0
5.0,0,0,1,0.503246753247,5,0,0,0
4.4,1,0,9,0.270375658825,4,0,1,0
3.34,3,4,22,0.0380165289256,3,0,0,0
4.0,0,10,4,0.495178571429,4,0,0,0
4.62,0,0,1,0.520069444444,5,0,0,0
4.67,0,0,3,0.260223765432,4,0,1,1
3.67,0,0,4,0.19061029135,3,0,0,0
4.26,2,14,1,0.366666666667,4,0,0,0
4.02,13,54,1,-0.0270833333333,1,0,0,0
4.4,0,11,7,0.264403922721,4,0,1,0
4.5,0,0,1,0.267525252525,4,0,0,0
1.0,0,0,1,-0.0425925925926,1,0,1,1
3.62,1,5,1,0.744140625,5,0,0,0
3.37,1,2,7,0.230736416361,3,0,0,0
1.0,0,0,1,-0.252777777778,1,0,1,0
3.14,0,0,5,0.229906325156,3,0,0,0
2.92,0,2,2,-0.138480489418,2,0,1,0
5.0,1,14,1,0.385208333333,5,1,1,1
3.73,9,16,1,0.199603174603,5,4,3,1
5.0,0,0,1,0.404761904762,5,0,0,0
4.4,0,0,1,0.377083333333,5,0,2,0
2.72,0,0,2,-0.357272727273,1,0,0,0
4.0,0,0,1,0.0793859649123,4,0,1,0
4.2,1,24,9,0.276210550041,4,0,1,0
4.0,0,1,1,0.149074074074,4,0,0,0
3.83,0,0,2,0.0297685185185,2,0,0,0
3.56,0,0,9,0.111554944008,3,0,0,0
4.67,0,0,1,0.39,5,0,0,0
4.67,1,1,11,0.466131874935,4,0,0,0
3.0,0,0,1,0.0782608695652,1,0,1,0
3.51,0,7,2,0.167072510823,4,0,1,0
3.9,8,36,91,0.222196751653,3,0,1,0
3.6,0,0,1,0.043336038961,2,0,0,0
3.91,17,62,22,0.245821109219,4,0,1,0
5.0,0,0,1,0.360714285714,5,0,0,1
3.0,0,0,1,0.0119346296978,1,0,0,0
3.72,19,130,112,0.152658374205,3,0,1,0
3.43,0,13,1,0.169642857143,5,0,0,0
1.0,0,0,1,0.150555555556,1,0,0,0
4.4,0,2,7,0.287347661167,4,1,1,1
3.93,0,2,7,0.304267040149,3,0,0,0
5.0,1,1,1,0.30625,5,0,1,0
3.67,0,2,1,0.289285714286,5,0,0,0
3.14,0,2,2,0.00439673174048,1,0,1,0
3.5,0,0,2,-0.023125,3,0,0,0
5.0,1,1,2,0.53946969697,5,0,0,0
3.83,0,0,4,0.345496031746,3,0,0,0
4.08,1,8,17,0.413327903174,4,0,0,0
2.71,0,0,4,0.016395685168,2,0,0,0
4.17,0,8,6,0.265001417234,4,0,1,0
3.82,9,35,5,0.267462614871,3,0,0,0
5.0,0,0,1,0.481666666667,5,0,0,0
4.5,0,0,2,0.243080357143,4,0,0,0
3.21,2,2,3,0.242194586168,3,0,3,0
4.15,1,0,3,0.0913973063973,4,0,1,0
3.6,0,2,1,0.156944444444,5,0,0,0
5.0,0,0,1,0.19193877551,5,0,0,0
3.0,0,0,1,0.009375,1,0,3,0
4.14,0,2,11,0.250189783122,4,0,0,0
3.44,1,4,1,0.630208333333,5,0,0,0
3.0,1,3,3,0.176233766234,3,0,1,0
4.0,0,1,2,0.175093464436,3,1,2,2
